timestamp,frame,row,col,mean,std
2025-12-08T17:22:53.537493,2,1,0,106.545720,29.431132
2025-12-08T17:22:53.537493,2,1,1,116.675173,11.633046
2025-12-08T17:22:53.537493,2,1,2,113.228602,9.286471
2025-12-08T17:22:53.537493,2,1,3,106.304828,22.815326
2025-12-08T17:22:53.537493,2,2,0,104.254386,27.379097
2025-12-08T17:22:53.537493,2,2,1,112.325359,12.110050
2025-12-08T17:22:53.537493,2,2,2,109.377193,11.745618
2025-12-08T17:22:53.537493,2,2,3,104.401644,22.659251
2025-12-08T17:22:53.537493,2,3,0,99.235036,26.151524
2025-12-08T17:22:53.537493,2,3,1,106.872033,18.079920
2025-12-08T17:22:53.537493,2,3,2,101.331527,18.027663
2025-12-08T17:22:53.537493,2,3,3,92.453141,25.985022
2025-12-08T17:23:03.537214,3,0,0,90.772196,35.434434
2025-12-08T17:23:03.537214,3,0,1,105.039341,25.028618
2025-12-08T17:23:03.537214,3,0,2,102.612174,26.559629
2025-12-08T17:23:03.537214,3,0,3,84.271443,28.279314
2025-12-08T17:23:03.537214,3,1,0,106.654705,29.414581
2025-12-08T17:23:03.537214,3,1,1,116.810739,11.601816
2025-12-08T17:23:03.537214,3,1,2,113.325359,9.334156
2025-12-08T17:23:03.537214,3,1,3,106.443503,22.832427
2025-12-08T17:23:03.537214,3,2,0,104.292929,27.394101
2025-12-08T17:23:03.537214,3,2,1,112.419192,12.080119
2025-12-08T17:23:03.537214,3,2,2,109.415470,11.678709
2025-12-08T17:23:03.537214,3,2,3,104.508731,22.685175
2025-12-08T17:23:03.537214,3,3,0,99.280186,26.113478
2025-12-08T17:23:03.537214,3,3,1,106.892415,18.083171
2025-12-08T17:23:03.537214,3,3,2,101.337719,18.076883
2025-12-08T17:23:03.537214,3,3,3,92.501246,25.937482
2025-12-08T17:26:00.393978,1,0,0,91.645136,34.731756
2025-12-08T17:26:00.393978,1,0,1,106.778841,22.037159
2025-12-08T17:26:00.393978,1,0,2,103.915736,24.718061
2025-12-08T17:26:00.393978,1,0,3,85.307139,26.890878
2025-12-08T17:26:00.393978,1,1,0,106.013291,30.188753
2025-12-08T17:26:00.393978,1,1,1,116.870813,11.597439
2025-12-08T17:26:00.393978,1,1,2,113.619617,9.448659
2025-12-08T17:26:00.393978,1,1,3,106.398562,21.873976
2025-12-08T17:26:00.393978,1,2,0,104.302233,27.767314
2025-12-08T17:26:00.393978,1,2,1,112.740032,12.082405
2025-12-08T17:26:00.393978,1,2,2,109.916268,11.508643
2025-12-08T17:26:00.393978,1,2,3,104.852851,22.068837
2025-12-08T17:26:00.393978,1,3,0,97.594427,28.044379
2025-12-08T17:26:00.393978,1,3,1,105.375129,21.643911
2025-12-08T17:26:00.393978,1,3,2,98.942208,20.603392
2025-12-08T17:26:00.393978,1,3,3,90.607178,26.849303
2025-12-08T17:26:10.361694,2,0,0,91.655237,34.742693
2025-12-08T17:26:10.361694,2,0,1,106.836789,22.046033
2025-12-08T17:26:10.361694,2,0,2,103.982988,24.760066
2025-12-08T17:26:10.361694,2,0,3,85.389317,26.925756
2025-12-08T17:26:10.361694,2,1,0,106.014620,30.160840
2025-12-08T17:26:10.361694,2,1,1,116.742690,11.612118
2025-12-08T17:26:10.361694,2,1,2,113.634237,9.404303
2025-12-08T17:26:10.361694,2,1,3,106.413713,21.853616
2025-12-08T17:26:10.361694,2,2,0,104.281233,27.773264
2025-12-08T17:26:10.361694,2,2,1,112.723020,12.083963
2025-12-08T17:26:10.361694,2,2,2,109.908028,11.545097
2025-12-08T17:26:10.361694,2,2,3,104.832820,22.022775
2025-12-08T17:26:10.361694,2,3,0,97.562436,27.983354
2025-12-08T17:26:10.361694,2,3,1,105.378483,21.667245
2025-12-08T17:26:10.361694,2,3,2,98.918731,20.533276
2025-12-08T17:26:10.361694,2,3,3,90.643569,26.803838
